submission_id,respondent_id,submitted_at,loan_id,nps_score,nps_reason,improvement_suggestion,device_quality_happy,service_support_happy,payment_delay,support_difficulty,support_challenge_details,battery_issues,used_moapp,preferred_channel,phone_locked_on_time_payment,other_feedback,nps_category,year,month
PdgLY4d,dWNpVay,11/5/2025 14:23,recLEreb5VVjYP5z7,9,I like your service.,Feedback and follow up.,,,,,,,,,,,Promoter,2025,2025-11
9qaPvPK,NpDgyWN,11/5/2025 14:23,rec8HihLW0aiwhyEW,8,Reduce the percentage if one pays more,Reduce the percentage if one pays more,,,,,,,,,,,Passive,2025,2025-11
0QlzvNj,Ek5gYJB,11/5/2025 14:24,recJNCAGzqlKG7kW0,10,Great service,At the moment not no.,,,,,,,,,,,Promoter,2025,2025-11
EkgeJ5o,QKMXyz7,11/5/2025 14:24,recptyI57jqHb2BFt,10,,,,,,,,,,,,,Promoter,2025,2025-11
ZjNqxoo,BY9KEA,11/5/2025 14:24,recqOrofRZAkpigCw,8,,,,,,,,,,,,,Passive,2025,2025-11
obpYda5,1Akx5VL,11/5/2025 14:25,recO6U2IeVg9vzzZN,10,"Accurate Reduce interest rate to get more customers.
 
 At least 20% you will get more clients",Reliable,,,,,,,,,,,Promoter,2025,2025-11
J9gbD4r,A7K058l,11/5/2025 14:26,recGFbjenSOEA9L7t,9,"Service is quite good.
 Product is original",Start selling Laptop because you have invested in quality products,,,,,,,,,,,Promoter,2025,2025-11
obpY711,7Rbe5y2,11/5/2025 14:27,recteegDdOGxpUP73,7,Good but could be better,Battery,,,,,,,,,,,Passive,2025,2025-11
689GOko,68e954B,11/5/2025 14:27,recuXz88qBeMExpCN,6,It was good but the repairing prices were high.So I decided to return the phone and not get a new one,Your prices of repairing a broken screen and the healthy of the Samsung,,,,,,,,,,,Detractor,2025,2025-11
PdgLXLQ,LZzgy8y,11/5/2025 14:27,recdnLa5CaVCWBCfF,7,The phone is in good condition,,,,,,,,,,,,Passive,2025,2025-11
MeglJGp,q4ape18,11/5/2025 14:27,recno15WSqtSwnWzX,0,You are just cons,"Endeleeni kuibia wananchi,mtakuwa mnatibu jamaa wenu na hizo pesa",,,,,,,,,,,Detractor,2025,2025-11
b5DX8YZ,KYp06eg,11/5/2025 14:27,recZDjpgjYPCOl4aa,0,"The fact that I got 2 faulty phones from them...
 And then you decided that I cannot get another phone till after 1yr is so crazy yet it was not my fault...
 Its sooo devaluing g",Bring better phones,,,,,,,,,,,Detractor,2025,2025-11
ODgKJeK,xXjoBAk,11/5/2025 14:28,rec9PUtt6MsOy9RPm,7,The phones are Legit,Customer care outside Nairobi for people who travell alot and traverse the nation.,,,,,,,,,,,Passive,2025,2025-11
RGg1JX4,EkK2z5A,11/5/2025 14:28,recNOkrfRvyShHlxj,10,Seemless customer service,Timely response,,,,,,,,,,,Promoter,2025,2025-11
b5DX4do,Xpoe7z,11/5/2025 14:29,recvEVwG9Jly0QUce,8,,,,,,,,,,,,,Passive,2025,2025-11
BzgqbG7,lbaRV6o,11/5/2025 14:30,recX57MoWEKGcK0qJ,10,Good quality phones,As for now am satisfied with your services,,,,,,,,,,,Promoter,2025,2025-11
44qRN8O,jabpYB6,11/5/2025 14:30,recfPGb9yx58Lw87P,0,"Poor service, faulty gadgets, and inadequate problem resolution. Scammers",Close shop,,,,,,,,,,,Detractor,2025,2025-11
vGpVxbD,7Rbezp0,11/5/2025 14:31,recMg8KMcxe3FMiAs,10,,,,,,,,,,,,,Promoter,2025,2025-11
QKXpBBl,eqDpl2J,11/5/2025 14:31,recLlUuqT0fj2rkQg,5,Because of sms delays and,,,,,,,,,,,,Detractor,2025,2025-11
Megld0g,k2NZ6r,11/5/2025 14:32,recv7bWX2FI3d1MKA,8,,,,,,,,,,,,,Passive,2025,2025-11
q4pXEvO,A7K0GWl,11/5/2025 14:32,recx58gznGmXd3cjP,10,Good services,On devices mine overhate while on charging,,,,,,,,,,,Promoter,2025,2025-11
RGg1J1p,J9dgYyr,11/5/2025 14:32,recCEq4crXYGLkUFQ,10,The phones are as good as new. The service is good plus the interest is not that much.,"You customer self service is very poor of late. I'd give it a 3. From messages going unanswered to not getting a complete feedback or late response. I was told to request for an extension through the app, my app doesn't have that option. Was asked to update it, I did so but still no response. I complained about it and there has been no response again. Recently I asked for an extension, was told I'll get a 3 days extension, made the request around 5pm only for my phone to be locked at around 5am the next morning as I'm about to pay for transport, you can imagine the embarrassing moment that I got. You need to work on your self customer service and the response in replying messages.",,,,,,,,,,,Promoter,2025,2025-11
yPGrqOp,p8yo2P,11/5/2025 14:33,recaF6YsBBHX5ySSe,9,Good services offered,Customer care service when needed urgently.,,,,,,,,,,,Promoter,2025,2025-11
0Qlzj40,0Q7lygN,11/5/2025 14:33,recIW76f3wNsdKlZB,10,Your customer service is awesome 👌,Reduce your initial deposit,,,,,,,,,,,Promoter,2025,2025-11
b5DX4PE,L8W6Jj,11/5/2025 14:33,recZCgt63sm1vCmzY,10,Quality phones,All looks good,,,,,,,,,,,Promoter,2025,2025-11
xXoENEr,4M7YkA,11/5/2025 14:33,rec3XJNCOOQHPkTfv,4,I cannot install some apps .. even health insurance app like sha. 😢 it's sad that it says the admin doesn't allow.,Allow the client to install apps in the device since some apps are for business and a bigger reason to have a smart phone,,,,,,,,,,,Detractor,2025,2025-11
1AxzbVl,2EBZy2b,11/5/2025 14:34,recufCwG0u9Lhiy0e,9,Good and Genuine service provider,Good service always,,,,,,,,,,,Promoter,2025,2025-11
EkgeBLN,obDp1rN,11/5/2025 14:34,recFp80ObGDiDbAHF,10,ready to help,,,,,,,,,,,,Promoter,2025,2025-11
pbMX0y8,7YEyJ9,11/5/2025 14:34,recgC6NF6aU6ykuWP,8,Sometimes you deny us grace period and maybe we don't have ready money.,Grace period to be 5days,,,,,,,,,,,Passive,2025,2025-11
44qRNZB,Y2WpMz,11/5/2025 14:35,rec9DAsDzBah82QFi,10,Mophones services are the best,Everything is nice you just bring samsung fold gudgets,,,,,,,,,,,Promoter,2025,2025-11
obpY0Be,DLd0eE,11/5/2025 14:35,recNLX61ZFxmAu0wj,3,I've had the worst experience using this phone. I don't want any other person to go through the same and keep on blaming me.,Sell better quality refurbished. The screen is a total mess,,,,,,,,,,,Detractor,2025,2025-11
ZjgXGEe,Xxrgkad,11/5/2025 14:35,recd1iQg5opuee2Sl,7,Sometimes its charges very well..sometimes it does not sense the charger,"Customer care,on the customer support(Chart with us section)",,,,,,,,,,,Passive,2025,2025-11
xXoE0Qr,1Akxy14,11/5/2025 14:36,recG9E4bDOb5mRM1x,10,It's the most freindly and reliable company I can recommend to everyone.,Grace period upto 4 day thas all.,,,,,,,,,,,Promoter,2025,2025-11
D4Y9XRZ,1YRjvp,11/5/2025 14:36,recQqKMpvU6GUh8jS,8,It has quality phones,Reduce the prices man🤦😭,,,,,,,,,,,Passive,2025,2025-11
rjpR0Wo,P79aPV,11/5/2025 14:36,rec2TMpvEiDC181eU,4,You guys don't keep promises,Fulfill your promises,,,,,,,,,,,Detractor,2025,2025-11
yPGr0k8,OK9bY8,11/5/2025 14:36,recdC2lsO0VBHVlLY,10,It's serves my purpose awesomely,Bring slip phone. And also allows your loyal client to enjoy Cash loan,,,,,,,,,,,Promoter,2025,2025-11
zxO405R,44BqDjO,11/5/2025 14:36,recefjR9ey2vUPx6l,10,Easy access and responsive customer care,Maybe improve on responses concerning software update,,,,,,,,,,,Promoter,2025,2025-11
zxO40Og,E2lDzL,11/5/2025 14:36,rec5OdT8TCgd4s6IV,5,I find mo phones a better than other companies,Alowing us to update apps without coming to the office,,,,,,,,,,,Detractor,2025,2025-11
ZjgXGBo,68e9zxB,11/5/2025 14:37,recOfniVg039dXGEI,9,"No reason
 Thats the best i could give",Everything is fine so far no complain,,,,,,,,,,,Promoter,2025,2025-11
Y5gXVR0,WLRA2L,11/5/2025 14:37,recB17nele1roS5TJ,10,,,,,,,,,,,,,Promoter,2025,2025-11
7ReOJDP,obDp145,11/5/2025 14:37,recV0PfYMGK5vq0AZ,2,Because you limit the apps..I sell phones in lipa mdogo with dlight company and when the company updated the app I your phone is refusing to update...if the phone cant help me with my work..what's for,Allow my work app to be updated so that I can easily do my registration well,,,,,,,,,,,Detractor,2025,2025-11
zxO4WYg,VKVjNN,11/5/2025 14:38,reczbnoz06M4nrQAo,10,Experience,Loan terms and extensions,,,,,,,,,,,Promoter,2025,2025-11
Megl8aE,81zWgMk,11/5/2025 14:38,reciDMGbfE3LVviV1,1,My front,,,,,,,,,,,,Detractor,2025,2025-11
zxO40XZ,7Rbez7L,11/5/2025 14:38,rec93voQtKQmeIq4j,5,"Samsung s21+ , screen bled without any impact. I came to the shop and they requested me to leave it and wait for a call. I can't stay 2hrs without a phone coz the phone is my office, literally. I had the Mpesa line as the e-sim and so I couldn't even access my mpesa to get another phone. I couldn't even pay for fare. I enquired whether you guys could offer like a courtesy phone...",,,,,,,,,,,,Detractor,2025,2025-11
q4pXE87,WLRpoQ,11/5/2025 14:38,rechGdXlL0fejKRFh,7,"The organization is trying but I need correction in its effectiveness,it's also understandable that everything cannot be 100% correct.",Being more close to your customers and hearing their requests and acting effectively without delays,,,,,,,,,,,Passive,2025,2025-11
rjpR2y5,5J9dkZ,11/5/2025 14:38,recEs5aqpy5Me9GZM,3,The gadget's net is poor,Ensure strong network ...people find me off yet the phone is on,,,,,,,,,,,Detractor,2025,2025-11
rjpR2K2,A7K0O0y,11/5/2025 14:39,recICbsFSOjveB9uK,1,"Poor and faulty gadget from the beginning, you people trying to make me look stupid that the I spoiled the phone yet it was faulty",Stop bringing fake gadgets,,,,,,,,,,,Detractor,2025,2025-11
japXG29,zxNORkq,11/5/2025 14:39,rec68LtAAY3PB5eZQ,8,,,,,,,,,,,,,Passive,2025,2025-11
QKXp8kg,obDpaLe,11/5/2025 14:39,recGPkLAtogE0C1Yh,9,Accountability,Costomer care services,,,,,,,,,,,Promoter,2025,2025-11
ZjgXPNV,Ek5grAl,11/5/2025 14:40,rec9C15v63cBxst4l,0,poor service,nothing,,,,,,,,,,,Detractor,2025,2025-11
WOgXlVe,RGdg67p,11/5/2025 14:40,recYbbreaZ4DitlYy,5,?,?,,,,,,,,,,,Detractor,2025,2025-11
ZjgXGYy,jjoMG4,11/5/2025 14:40,rec55f52RE9uLQuGK,0,"I’ve been using my Samsung Note10+, but the battery drains within two hours and the phone keeps overheating. I reached out for a repair, yet I was told to pay even though the device is still under warranty. How do you expect me to recommend your products with such treatment? Every time I ask for just one more day to make payment, you go ahead and switch off my phone.",Keep your word,,,,,,,,,,,Detractor,2025,2025-11
WOgXl4v,zxNO4EE,11/5/2025 14:41,recCKX6jokm6AyDHv,8,Good,Battery not lasting,,,,,,,,,,,Passive,2025,2025-11
5BQoE1N,oqRAox,11/5/2025 14:41,rec9gwRGIcsO19iLM,4,"bettery power can't sustain power for a whole day 
 mophone app keeps n experering ,i keep on reseting the app ,,,for now i cant even use the app i has been locked for almost a month i called for assistance and i didn't get any assistane ,,,how am i goi g to know payment due dates withought the app ????",follow up on customer issues and sort then out on time,,,,,,,,,,,Detractor,2025,2025-11
81WVjvO,Vr09NM,11/5/2025 14:41,recdl5vQPxb1BWA5z,,Poor service,Networking as soon as you pay,,,,,,,,,,,,2025,2025-11
rjpR2zN,pgBY7b,11/5/2025 14:41,recbsc9o29FK4fopC,10,mophones is excellent,nothing,,,,,,,,,,,Promoter,2025,2025-11
LZgB58p,NpDgvpb,11/5/2025 14:41,rechfhuz7Gb8pMLWS,2,Because there are some application I can't download and I need to use them,Allow me to download any application in my phone and you should stop monitoring my phone because of data privacy,,,,,,,,,,,Detractor,2025,2025-11
44qRA7B,P79095,11/5/2025 14:42,recrvciosCaIVJG1a,8,Frequent app crash,Solve app issues,,,,,,,,,,,Passive,2025,2025-11
vGpVq7v,eVr2x0,11/5/2025 14:44,recsE19Tkmx7cfcHL,10,Always ready to serve me any day any time,I need allowance I mean grace period don't shut the phone immediately please let get two three days,,,,,,,,,,,Promoter,2025,2025-11
EkgevVq,1AkxzOL,11/5/2025 14:44,rec7AWiZnJu9x8o12,10,,,,,,,,,,,,,Promoter,2025,2025-11
2EZz1l9,dWNpXQA,11/5/2025 14:44,recAwKu6vY6DKm1ev,10,10,Nothing,,,,,,,,,,,Promoter,2025,2025-11
xXoE4go,VKPJGa,11/5/2025 14:44,recGku9qtHqRdZYJ3,0,"Your phones are problematic
 Again handling of issues to you is like a mountain",Bring good phones not these fake things,,,,,,,,,,,Detractor,2025,2025-11
689GAgN,WOrgXkR,11/5/2025 14:45,recxhWXhVpYnYVTlE,10,The service is excellent,Questions are too many try to minimise,,,,,,,,,,,Promoter,2025,2025-11
7ReO1jA,JQl0RY,11/5/2025 14:46,recn3wc8IuD6EFqSp,6,At times the apps hung forcing one to such the manual,"Bring the phones with there orginal packages and charger 
 Also make it possible for some to change there payment plan",,,,,,,,,,,Detractor,2025,2025-11
D4Y9A6p,pbdMX9y,11/5/2025 14:46,recRIcKkCu2Z8Uz9k,5,Good service,My phone doesn't install some apps you have locked them,,,,,,,,,,,Detractor,2025,2025-11
QKXpvE8,NpDgvbG,11/5/2025 14:47,rec3CaozVqnh7mxra,10,They are promising like for delivery and the sales people are always on point,Updating on payments and giving the breakdown,,,,,,,,,,,Promoter,2025,2025-11
PdgLbkB,dWNpoay,11/5/2025 14:48,reciqiueo1Y2z2d11,,1,Network,,,,,,,,,,,,2025,2025-11
2EZzlOM,r8pL0R,11/5/2025 14:49,recNqJ8GYGWa5Z09m,9,No problem encountered so far,None so far,,,,,,,,,,,Promoter,2025,2025-11
obpY5WM,4M7KZY,11/5/2025 14:49,rec71qAxHPOhUDF6B,5,My phone has an audio problem from day 1,Repair my phone,,,,,,,,,,,Detractor,2025,2025-11
EkgeZ4A,RGdgQZj,11/5/2025 14:50,rec3U7ldQW66d8gfC,6,I just feel you still don't deserve a 10 but good job,Customer care which is easily accessible,,,,,,,,,,,Detractor,2025,2025-11
xXoEljv,NpDgxRB,11/5/2025 14:51,recLWQwXZ0FNVZczT,9,Return period too shot.. 72hrs..,Increase you branches across the country.,,,,,,,,,,,Promoter,2025,2025-11
lb5XMyk,RGdgQ2J,11/5/2025 14:51,rec8rf01hywIw1IjP,10,Service are good,Phone to download all apps and install,,,,,,,,,,,Promoter,2025,2025-11
NpVYoQ0,NaX6RN,11/5/2025 14:51,recQl9mxbLa6eAEXQ,2,,,,,,,,,,,,,Detractor,2025,2025-11
0QlzD0j,7RbeYG0,11/5/2025 14:52,recKpT4CWPFDxoTFr,10,,,,,,,,,,,,,Promoter,2025,2025-11
japXkqJ,81zWYXl,11/5/2025 14:53,recjP8zu8L2ZU1PBl,10,Excellent service,Attach a customer to a single customer service staff not everyone calling the same person,,,,,,,,,,,Promoter,2025,2025-11
VLdX4XM,jKQGpR,11/5/2025 14:53,reckATocdGozDIlXn,5,You lie especially on the grace period,your interests are high,,,,,,,,,,,Detractor,2025,2025-11
Bzgq04A,gDepPal,11/5/2025 14:54,recvyctQlHJ1xFOYU,1,I don't like their customer service,Never force a customer to pick what they don't want,,,,,,,,,,,Detractor,2025,2025-11
MeglMvX,zxNOBrZ,11/5/2025 14:56,recJK5Q4mptoTj4Rs,0,Exorbitantly punitive and oppressive prices,Make your prices realistic.,,,,,,,,,,,Detractor,2025,2025-11
J9gbMBY,GxKgEXe,11/5/2025 14:57,recYIq54nucM7epAK,4,You can't track phone's after mine was stolen...even with an ob.,"Add features where you could track your phones.
 I am going to send you a photo of my ob.",,,,,,,,,,,Detractor,2025,2025-11
Bzgqea7,a7M6Gy,11/5/2025 14:58,recVusXKxCO2ZTRuO,10,Top notch service provision,None as per now,,,,,,,,,,,Promoter,2025,2025-11
zxO4dKZ,b59DRoE,11/5/2025 14:58,recBhmhsr6979ipJk,7,,,,,,,,,,,,,Passive,2025,2025-11
RGg1j9Q,j1VbjJ,11/5/2025 15:02,recLWEOvZqaguWtVx,10,Good service,Grace period days,,,,,,,,,,,Promoter,2025,2025-11
44qRGyk,2pKJkL,11/5/2025 15:05,recrSckHFSV04c81j,10,You remind me to make payments before the phone is locked so it doesn't come as a surprise,Improve battery life,,,,,,,,,,,Promoter,2025,2025-11
QKXpjKY,aQeyqNy,11/5/2025 15:07,recwMYbeRCBmPWA9A,3,Response to technical issues like phone repair takes longer,"If someone returns a phone with valid reasons , dont block them from getting another gadget. You guys blocked me.",,,,,,,,,,,Detractor,2025,2025-11
xXoEglE,xXjo52r,11/5/2025 15:11,rectdcXiJ5uv7qFOL,8,"The delivery was quite good, and the gadget is in good shape, so far l haven't experience any hiccups.",,,,,,,,,,,,Passive,2025,2025-11
1AE8Y8g,98M2VK,11/5/2025 15:12,rec7Uv0ujbX8YVzSB,9,Graze period,You should introduce a daily payment,Yes,Yes,,,,,,,,,Promoter,2025,2025-11
XxgdBD4,Ek5gEXo,11/5/2025 15:12,recZw6gIzo09WQJim,1,I took my phone to be repaired to your office and up today i didn't get my phone back leave of repair.. This shows how untrustworthy your company is,Better services for customer incase of any damage of your phones,,,,,,,,,,,Detractor,2025,2025-11
LZgBy7O,jabpVWJ,11/5/2025 15:14,recC57KkhA3oiibe3,3,,,,,,,,,,,,,Detractor,2025,2025-11
81WV5NA,7RbekZa,11/5/2025 15:14,rec9aINCwOEPe8rup,2,Very expensive,Loan rate should be lowered,,,,,,,,,,,Detractor,2025,2025-11
Npgvy2N,NaX8WO,11/5/2025 15:17,reclAv7nGHIK05H4I,8,,,,,,,,,,,,,Passive,2025,2025-11
pbMX9RJ,GNVrDj,11/5/2025 15:17,recSnl9wEWpr8MbAe,8,Because the phone isn't opening the lipa na mpesa on safaricom app and also I changed the payment plan to 6months and it's not changed,Check on my complain and act,,,,,,,,,,,Passive,2025,2025-11
1Axz5Dp,j170xQ,11/5/2025 15:17,recjAypzJUhso3iJp,5,Grace period has less days,Increase days of grace period,,,,,,,,,,,Detractor,2025,2025-11
yPGrkG0,dWNpy1y,11/5/2025 15:18,recxxDNpCu1tqSjbX,0,Nyinyi ni wezi tu mliniganya unaeza simu yangu mwisho mlikataa nayo,No,,,,,,,,,,,Detractor,2025,2025-11
rjpRWz2,R1agll,11/5/2025 15:19,recEQqTtcIUQejjn5,0,"My phone keep locking even if I have paid,and it overheat",Direct customer care call instead to come coz some of us come from fur,,,,,,,,,,,Detractor,2025,2025-11
ZjgXKWo,obDpPo5,11/5/2025 15:22,recnloH6bIuipQ74V,7,The phone is not original,Start selling original phones,,,,,,,,,,,Passive,2025,2025-11
ZjgXLza,LZzgr22,11/5/2025 15:23,reczKr4I7K3iLzmW9,0,Na,Na,,,,,,,,,,,Detractor,2025,2025-11
2EZzgjD,boekgo,11/5/2025 15:24,rechrmjHG6ahbNmOH,,10,I called and also visited your offices to complain on my battery function but they said I'll have to leave the phone for 48hours is it possible to be a day or hours we can t leave the phone its pur office .I still haven't fixed my phone coz of thst reason,,,,,,,,,,,,2025,2025-11
81WVVqk,JQlLJJ,11/5/2025 15:26,recvRljV7xF6mH0R3,10,,,,,,,,,,,,,Promoter,2025,2025-11
xXoELk9,9qXa8WY,11/5/2025 15:26,recNibc2hl5VD1FRl,10,Business,Pricing if the phones,,,,,,,,,,,Promoter,2025,2025-11
J9gbbEK,XxrgpAj,11/5/2025 15:29,recSbvV3CIdhqDrst,8,,,,,,,,,,,,,Passive,2025,2025-11
RGg11gv,yPNGBRx,11/5/2025 15:29,reczghrIHDzKrBHrT,8,Koz I have experience with them,Avoid too many questions despite being liable to get a device,,,,,,,,,,,Passive,2025,2025-11
vGpVVW8,0Q7lK5B,11/5/2025 15:30,recHAeHDCuh28GEfp,10,Good service,Communication,,,,,,,,,,,Promoter,2025,2025-11
pbMXNyE,PdDgojP,11/5/2025 15:32,recopw807ijyfYSt5,9,Excellent customer service phone Was Good,Your app,,,,,,,,,,,Promoter,2025,2025-11
ODBYjoY,p82R5y,11/5/2025 15:33,recRn55xVg54GQqgA,5,"Payments are not straight foward, there is no transparency. I always pay on time monthly, having in mind i need to pay again on a certain date only to find new due amounts😢",Do not add due amount on Payments when there is enough paid to cover up a month,Yes,No,No,No,,,,,,,Detractor,2025,2025-11
NpgvN9Q,pbdMadE,11/5/2025 15:37,recGNT2GLcaJ9IdeT,8,,,,,,,,,,,,,Passive,2025,2025-11
1Axz06l,rjBpXNM,11/5/2025 15:38,recFWZvJCeb2FJLir,0,They took away my phone after two months of use claiming I violated the user agreement. Even though the phone had over 10 days of usage left,Listen to your customers,,,,,,,,,,,Detractor,2025,2025-11
obpY8EO,LZzglJp,11/5/2025 15:41,recin0YChLEIm5QdQ,10,"Good quality,,","Am ok with everything,,I had issues I visited the offices I was served excellently, keep the good job 👏",,,,,,,,,,,Promoter,2025,2025-11
Xxgd6kY,7RbeG72,11/5/2025 15:44,recy0asIpD72bqiyV,1,"miscommunication with clients, fraudulent, harassment,",give all the information about your gadgets before handing over to clients,,,,,,,,,,,Detractor,2025,2025-11
XxgdPDY,q4ap0D2,11/5/2025 15:44,recxXoXQnQaBbgnqp,0,Phone keeps on disconnecting,Price it's high,,,,,,,,,,,Detractor,2025,2025-11
lb5XkrN,aQey7eq,11/5/2025 15:45,recaWEjEUhBr0mSCn,10,It has helped me alot,Response to customers quickly,,,,,,,,,,,Promoter,2025,2025-11
QKrY0Ml,oqROX5,11/5/2025 15:49,rechWRnMC892i5xj3,1,*,Ksh,Yes,Yes,,Yes,yes,,,,,,Detractor,2025,2025-11
ZjgXBN5,2EBL819,11/5/2025 15:49,recaO8IMi8sVkSMpC,0,"To: MOPHONES Customer Care 
 Email: support@mophones.co.ke 
 Date: 31/10/2025
 
 Subject: ILLEGAL LOCK – IMEI: 356647187251770– DEMAND FOR IMMEDIATE UNLOCK
 
 Dear MOPHONES,
 
 My device (IMEI: 356647187251770 is locked despite:
 1. All payments up to date
 2. MOPHONES app showing 6 days remaining until next installment
 
 This lock is:
 - A **breach of contract**
 - **Unlawful** under Consumer Protection Act & Cybercrimes Act
 - Causing me loss (business, communication, etc.)
 
 I DEMAND that you unlock my phone by 10 A.M and compensate me for my loss and undue stress, failure to which i will
 - File with **CAK** (Complaint ID will be shared)
 - Sue in **Small Claims Court**
 - Report to **Police (Cybercrime Unit)**
 
 Attached: Screenshots of app, payments, lock screen.
 
 Kevin Kyalo 
 0791608881
 ID 25049484","To: MOPHONES Customer Care 
 Email: support@mophones.co.ke 
 Date: 31/10/2025
 
 Subject: ILLEGAL LOCK – IMEI: 356647187251770– DEMAND FOR IMMEDIATE UNLOCK
 
 Dear MOPHONES,
 
 My device (IMEI: 356647187251770 is locked despite:
 1. All payments up to date
 2. MOPHONES app showing 6 days remaining until next installment
 
 This lock is:
 - A **breach of contract**
 - **Unlawful** under Consumer Protection Act & Cybercrimes Act
 - Causing me loss (business, communication, etc.)
 
 I DEMAND that you unlock my phone by 10 A.M and compensate me for my loss and undue stress, failure to which i will
 - File with **CAK** (Complaint ID will be shared)
 - Sue in **Small Claims Court**
 - Report to **Police (Cybercrime Unit)**
 
 Attached: Screenshots of app, payments, lock screen.
 
 Kevin Kyalo 
 0791608881
 ID 25049484",,,,,,,,,,,Detractor,2025,2025-11
1Axze4M,10Rrol,11/5/2025 15:53,recWpWUit7YiqlUlA,8,Very affordable and the best customer service,Kindly help in updating my mophone app like I can't get an extension of 3 day like I have to wait up to 9 am and sometimes I need to use the phone in the morning,,,,,,,,,,,Passive,2025,2025-11
ODgK2eK,5WEXqo,11/5/2025 15:55,recikS7jqGdCLWIY0,10,Good experience with your phones,Battery only,,,,,,,,,,,Promoter,2025,2025-11
PdgLx21,7Rbe8j0,11/5/2025 15:58,recRcX9hLyUH3UK2h,8,"The best camera, best features the quality of the phone is extremely fine l like the phone some","Telling my friends to join mophones ,mophone has a quality of phones",,,,,,,,,,,Passive,2025,2025-11
lb5Xx5N,1AkxZGM,11/5/2025 16:00,recF5U1CyjmJGHKYx,5,Last week I paid and you did not reconnect the phone tried calling you and your phone lines were not working,Change,,,,,,,,,,,Detractor,2025,2025-11
PdgL7M0,aQeybgZ,11/5/2025 16:02,reckhfjVhY5DTjMMc,1,I returned a phone in almost original condition with all accessories without any wear and tear. I was told I was told that I would get 50% of money paid. Had paid 24k and got 2k. I will never ever invest with Mophones and can never recommend anyone to.,"Just make an effort to call the client and understand why they want to release the item, get a better payment plan for them. Taking a phone with 224k paid and reimburse 2k is an insult. Would rather just stay with the 2k",,,,,,,,,,,Detractor,2025,2025-11
pbMXg5y,M0zrQE,11/5/2025 16:04,rec2dBmZcslSVR7tN,4,The phone is good but the constant shutting the phone even when i have paid is annoying,Send Text message a day before payment day,,,,,,,,,,,Detractor,2025,2025-11
obpYX9e,Ek5Kz7l,11/5/2025 16:09,recwwjIrdHoEuppA6,9,The service and customer care is perfect,Maybe the interest on phones,,,,,,,,,,,Promoter,2025,2025-11
ODgKWVY,MeDy1Kk,11/5/2025 16:18,recevQ7M9IYyuocAN,7,"Everything is top notch on all you stand for and services you offer. 
 The only challenge is battery issues on some phones. They quickly lose power.",Installation of Power saving batteries 🔋not these ones that loose power quickly,,,,,,,,,,,Passive,2025,2025-11
PdgLMdx,dWNVbPy,11/5/2025 16:18,rec6CHvdF4lH4M3et,9,It's worthwhile,Nothing,,,,,,,,,,,Promoter,2025,2025-11
PdgNj1P,lbqZBbX,11/5/2025 16:22,recrQ1y4rlALYZH8I,1,,,,,,,,,,,,,Detractor,2025,2025-11
Y5gbDP0,BzK5a44,11/5/2025 16:23,recqqo1a3Yqq5D4rz,8,The phone has no problem so far,Maybe lower the interest on the loan,,,,,,,,,,,Passive,2025,2025-11
ODgZ1GM,0Q75dd9,11/5/2025 16:27,rec3dXg7fqny1Fcpg,10,"It is reliable and convenient. So long as you have made your upfront payments, you are likely to use your gadget without any inconvenience of disconnection",Do more of follow ups on clients through phone calls and have a general conversation and experience,,,,,,,,,,,Promoter,2025,2025-11
PdgNjM5,XxryL9z,11/5/2025 16:29,recLLCiJ2S2MHFMDf,10,because your phone are original,you can low your interest,,,,,,,,,,,Promoter,2025,2025-11
japreDJ,Ek5Y51B,11/5/2025 16:31,recXRJfJVHZhplbKH,,5,Take your offers,,,,,,,,,,,,2025,2025-11
A70Y70k,1ja4Kb,11/5/2025 16:36,reckPhBCCPeLNdnY4,3,"Your support customer care number,you don't answer any calls or reply whatsapp messages",Mine is from Google i can't download any file or app from Google...and whenever i download it it does install.thats it...stop limiting people how to use there phone,,,,,,,,,,,Detractor,2025,2025-11
ODgZQxK,zxNvN8k,11/5/2025 16:36,recvwYAd4N0o7UU8q,9,I love your phones.,Phone repairs and waivers of payment when phone not in use,,,,,,,,,,,Promoter,2025,2025-11
zxOAjQ1,j16Poa,11/5/2025 16:38,recwnXksVr30uW7g0,10,U are best,Fine,,,,,,,,,,,Promoter,2025,2025-11
rjpQ5xM,dWNVavo,11/5/2025 16:40,rec2Om8LXzZ9jBhpP,7,,,,,,,,,,,,,Passive,2025,2025-11
RGgQx14,q4aeDKO,11/5/2025 16:42,recrmy7WSvZjq30aU,8,I love your services,My only concern is that when the phone is locked when off duty it become a challenge to reconnect till the next day during working hours,,,,,,,,,,,Passive,2025,2025-11
GxgVKPL,obDQRee,11/5/2025 16:44,recx2qjEdB2nj6Btx,3,The phone,,,,,,,,,,,,Detractor,2025,2025-11
RGgQdE9,aQeo4dq,11/5/2025 16:45,rec1qVcGLCE8PfsEh,,Best,Top,,,,,,,,,,,,2025,2025-11
PdgN1gQ,BzK5p5Q,11/5/2025 16:48,recQSnecNTyn9Dvbh,3,,,,,,,,,,,,,Detractor,2025,2025-11
44qYJM5,RGdloyl,11/5/2025 16:50,recMXjGYPpDoqf43r,10,Timely services,"Phone Accessories,and loan on repair",,,,,,,,,,,Promoter,2025,2025-11
